project_id,project_type,state,region,capacity_mw,sanctioned_budget_cr,planned_duration_months,contractor_count,land_acquisition_status,project_complexity,actual_cost_cr,actual_duration_months,cost_overrun_pct,delay_months,risk_level
P04755,Hydro,Karnataka,South,2222,8585.69,89,6,Complete,Medium,9262.54,92.8,7.88,3.8,Medium
P04756,Thermal,Gujarat,West,3385,12605.23,48,4,Complete,Medium,13943.15,52.2,10.61,4.2,Medium
P04757,Thermal,Gujarat,West,2025,11565.3,77,5,Partial,Medium,13821.17,86.8,19.51,9.8,High
P04758,Transmission,Haryana,North,285,465.93,33,8,Partial,Low,548.24,42.7,17.67,9.7,High
P04759,Hydro,Karnataka,South,1837,10127.73,54,4,Partial,Medium,12544.78,61.1,23.87,7.1,Medium
P04760,Hydro,Punjab,North,3284,12916.46,62,2,Complete,Medium,14264.97,65.8,10.44,3.8,Medium
P04761,Transmission,Maharashtra,West,1621,2342.84,51,5,Pending,Medium,2944.13,68.4,25.66,17.4,High
P04762,Solar,Gujarat,West,839,1488.35,43,4,Pending,Medium,1823.67,62.0,22.53,19.0,High
P04763,Transmission,Madhya Pradesh,Central,1390,2322.94,31,7,Complete,Low,2384.97,31.4,2.67,0.4,Low
P04764,Wind,Punjab,North,565,778.09,28,3,Partial,Low,891.07,34.0,14.52,6.0,Medium
P04765,Transmission,Madhya Pradesh,Central,2079,2312.7,29,5,Partial,Medium,2720.97,40.5,17.65,11.5,High
P04766,Solar,Karnataka,South,876,2190.39,25,6,Partial,Low,2341.57,28.4,6.9,3.4,Medium
P04767,Transmission,Uttar Pradesh,North,502,704.04,13,10,Partial,Medium,881.43,27.3,25.2,14.3,High
P04768,Wind,Punjab,North,207,564.4,20,5,Partial,Low,651.32,28.1,15.4,8.1,Medium
P04769,Wind,Uttar Pradesh,North,834,1884.14,19,10,Complete,Medium,2141.22,25.3,13.64,6.3,Medium
P04770,Thermal,Tamil Nadu,South,4394,15784.26,89,2,Partial,High,20653.52,108.8,30.85,19.8,High
P04771,Transmission,Karnataka,South,899,925.6,19,3,Partial,High,1095.39,27.2,18.34,8.2,Medium
P04772,Hydro,Rajasthan,North,1220,4329.24,112,5,Complete,High,4756.51,118.2,9.87,6.2,Medium
P04773,Hydro,Karnataka,South,1017,7686.81,42,9,Complete,High,9474.38,56.4,23.26,14.4,High
P04774,Transmission,Uttar Pradesh,North,2027,3102.2,42,4,Complete,Medium,3433.04,44.7,10.66,2.7,Medium
P04775,Transmission,Andhra Pradesh,South,1716,3983.19,15,8,Complete,Medium,4436.24,24.3,11.37,9.3,High
P04776,Hydro,Punjab,North,2597,9318.83,56,10,Pending,Low,10719.74,68.8,15.03,12.8,High
P04777,Wind,Haryana,North,335,716.27,34,1,Complete,High,890.34,41.3,24.3,7.3,Medium
P04778,Wind,Punjab,North,83,118.71,35,3,Complete,Medium,127.69,38.2,7.56,3.2,Medium
P04779,Transmission,Rajasthan,North,1551,2519.3,43,6,Complete,Medium,2699.64,45.3,7.16,2.3,Low
P04780,Solar,Haryana,North,1214,1956.16,38,6,Pending,Low,2492.52,55.5,27.42,17.5,High
P04781,Hydro,Andhra Pradesh,South,3428,11619.46,53,7,Complete,Medium,12511.79,57.1,7.68,4.1,Medium
P04782,Solar,Haryana,North,152,349.34,38,9,Partial,Medium,451.93,52.1,29.37,14.1,High
P04783,Transmission,Punjab,North,1522,1655.18,30,8,Pending,Medium,2041.09,44.6,23.32,14.6,High
P04784,Hydro,Madhya Pradesh,Central,3250,11441.13,85,10,Partial,Medium,14105.45,98.4,23.29,13.4,High
P04785,Transmission,Gujarat,West,655,752.97,38,10,Complete,Low,804.34,45.1,6.82,7.1,Medium
P04786,Hydro,Rajasthan,North,1189,4635.74,39,1,Partial,Low,5122.77,42.0,10.51,3.0,Medium
P04787,Solar,Gujarat,West,1053,2176.61,35,5,Partial,Low,2432.14,39.0,11.74,4.0,Medium
P04788,Transmission,Maharashtra,West,148,241.66,33,10,Complete,Medium,275.62,39.3,14.05,6.3,Medium
P04789,Transmission,Haryana,North,2449,4171.25,43,5,Partial,Medium,5058.33,52.3,21.27,9.3,High
P04790,Solar,Karnataka,South,566,1584.18,19,1,Partial,Low,1809.16,24.6,14.2,5.6,Medium
P04791,Thermal,Andhra Pradesh,South,1154,3764.77,83,6,Partial,Medium,4361.9,94.6,15.86,11.6,High
P04792,Hydro,Karnataka,South,1717,10608.22,116,10,Partial,Low,13126.88,126.7,23.74,10.7,High
P04793,Wind,Haryana,North,474,1290.26,30,4,Complete,Medium,1440.45,33.6,11.64,3.6,Medium
P04794,Thermal,Gujarat,West,1861,8573.57,83,10,Pending,Low,10678.7,102.3,24.55,19.3,High
P04795,Hydro,Madhya Pradesh,Central,674,3523.01,48,8,Pending,Low,4680.67,68.9,32.86,20.9,High
P04796,Wind,Gujarat,West,974,1315.68,23,4,Partial,Medium,1501.07,32.8,14.09,9.8,High
P04797,Hydro,Punjab,North,491,2051.89,40,6,Partial,High,2645.97,48.3,28.95,8.3,High
P04798,Transmission,Punjab,North,2561,4251.51,38,7,Partial,Medium,5173.52,48.9,21.69,10.9,High
P04799,Hydro,Gujarat,West,1807,13318.24,37,3,Partial,Low,14657.1,42.6,10.05,5.6,Medium
P04800,Solar,Punjab,North,211,416.12,42,8,Complete,Medium,476.84,48.7,14.59,6.7,Medium
P04801,Hydro,Karnataka,South,1645,9139.4,73,9,Partial,Medium,10478.17,85.6,14.65,12.6,High
P04802,Transmission,Madhya Pradesh,Central,1239,2175.28,14,4,Pending,Medium,2842.88,29.9,30.69,15.9,High
P04803,Hydro,Uttar Pradesh,North,2207,13631.88,71,1,Partial,Medium,16195.8,79.9,18.81,8.9,Medium
P04804,Solar,Rajasthan,North,815,1934.8,31,2,Complete,Medium,2052.06,34.3,6.06,3.3,Medium
P04805,Solar,Punjab,North,490,1606.45,18,1,Partial,Medium,1766.91,27.1,9.99,9.1,High
P04806,Transmission,Punjab,North,2802,3385.13,34,10,Complete,High,3961.17,43.9,17.02,9.9,High
P04807,Hydro,Madhya Pradesh,Central,3964,25524.58,95,6,Pending,Medium,32832.44,110.2,28.63,15.2,High
P04808,Transmission,Madhya Pradesh,Central,1120,1602.59,59,10,Partial,Medium,1944.09,69.0,21.31,10.0,High
P04809,Hydro,Madhya Pradesh,Central,3844,13794.0,115,9,Partial,Medium,17784.04,129.5,28.93,14.5,High
P04810,Solar,Maharashtra,West,119,197.4,45,5,Partial,Medium,235.43,54.9,19.26,9.9,High
P04811,Transmission,Uttar Pradesh,North,2205,3546.79,34,2,Partial,High,4370.55,50.9,23.23,16.9,High
P04812,Transmission,Andhra Pradesh,South,1302,1732.29,27,8,Complete,Medium,2006.93,30.5,15.85,3.5,Medium
P04813,Wind,Andhra Pradesh,South,265,383.03,15,4,Complete,Medium,408.98,18.6,6.78,3.6,Medium
P04814,Thermal,Maharashtra,West,2988,14353.18,78,5,Partial,Medium,16855.04,89.7,17.43,11.7,High
P04815,Hydro,Maharashtra,West,1614,6771.17,119,10,Partial,Low,7851.15,127.8,15.95,8.8,Medium
P04816,Thermal,Tamil Nadu,South,4886,25852.47,70,2,Complete,Medium,27907.28,74.9,7.95,4.9,Medium
P04817,Wind,Rajasthan,North,202,503.92,35,9,Complete,Medium,570.39,41.4,13.19,6.4,Medium
P04818,Solar,Uttar Pradesh,North,97,230.13,13,7,Complete,Low,234.26,13.3,1.8,0.3,Low
P04819,Solar,Haryana,North,1472,4727.17,16,8,Partial,Low,5716.83,27.6,20.94,11.6,High
P04820,Solar,Haryana,North,1134,2929.76,31,2,Partial,High,3483.11,47.1,18.89,16.1,High
P04821,Thermal,Gujarat,West,2118,12383.39,58,8,Pending,High,18218.19,91.6,47.12,33.6,High
P04822,Thermal,Andhra Pradesh,South,538,1956.5,57,1,Complete,Medium,2138.06,59.5,9.28,2.5,Low
P04823,Hydro,Haryana,North,179,822.72,88,8,Partial,Medium,1034.99,100.8,25.8,12.8,High
P04824,Thermal,Tamil Nadu,South,1795,7099.84,60,1,Partial,Low,8056.08,66.0,13.47,6.0,Medium
P04825,Transmission,Haryana,North,1682,1709.89,14,10,Complete,Medium,1857.81,17.8,8.65,3.8,Medium
P04826,Wind,Maharashtra,West,867,2107.37,13,9,Complete,Medium,2430.66,19.4,15.34,6.4,Medium
P04827,Hydro,Andhra Pradesh,South,420,1860.7,108,1,Partial,Low,2125.79,117.0,14.25,9.0,Medium
P04828,Transmission,Maharashtra,West,113,224.78,12,3,Pending,Low,266.72,27.0,18.66,15.0,High
P04829,Solar,Gujarat,West,968,2572.96,40,4,Partial,Medium,3156.7,47.5,22.69,7.5,Medium
P04830,Wind,Gujarat,West,406,1105.0,15,1,Partial,Medium,1327.21,23.5,20.11,8.5,Medium
P04831,Thermal,Uttar Pradesh,North,1024,5593.36,42,6,Complete,Medium,5863.48,46.0,4.83,4.0,Medium
P04832,Hydro,Haryana,North,2816,8496.18,41,9,Partial,Low,9545.72,48.7,12.35,7.7,Medium
P04833,Solar,Karnataka,South,1338,4569.48,44,6,Complete,Medium,4923.91,45.6,7.76,1.6,Low
P04834,Wind,Madhya Pradesh,Central,410,1074.1,25,1,Pending,Medium,1511.13,37.6,40.69,12.6,High
P04835,Thermal,Rajasthan,North,2455,14253.57,58,3,Partial,Low,16348.66,66.4,14.7,8.4,Medium
P04836,Wind,Madhya Pradesh,Central,813,2076.53,18,7,Complete,Medium,2234.78,22.1,7.62,4.1,Medium
P04837,Thermal,Uttar Pradesh,North,1205,6708.12,50,8,Partial,Medium,7786.17,63.8,16.07,13.8,High
P04838,Wind,Andhra Pradesh,South,693,1858.1,16,6,Complete,Medium,2049.93,20.7,10.32,4.7,Medium
P04839,Wind,Punjab,North,107,316.55,31,1,Partial,Medium,368.26,36.2,16.33,5.2,Medium
P04840,Thermal,Madhya Pradesh,Central,3725,9800.51,44,2,Partial,Low,11054.08,50.3,12.79,6.3,Medium
P04841,Wind,Gujarat,West,791,2132.85,12,10,Complete,Medium,2528.26,21.8,18.54,9.8,High
P04842,Solar,Maharashtra,West,221,625.41,45,5,Complete,Low,629.35,46.7,0.63,1.7,Low
P04843,Solar,Maharashtra,West,775,1428.33,19,1,Pending,Medium,1893.75,37.7,32.58,18.7,High
P04844,Hydro,Karnataka,South,1947,8037.02,49,4,Partial,High,10116.64,59.3,25.88,10.3,High
P04845,Transmission,Tamil Nadu,South,1562,3389.48,43,1,Complete,Medium,3719.66,47.5,9.74,4.5,Medium
P04846,Solar,Uttar Pradesh,North,591,1132.0,44,5,Partial,Medium,1332.16,50.2,17.68,6.2,Medium
P04847,Transmission,Rajasthan,North,1920,4714.35,58,8,Partial,Medium,5626.51,69.6,19.35,11.6,High
P04848,Thermal,Maharashtra,West,4427,11353.82,67,8,Complete,High,13711.64,78.4,20.77,11.4,High
P04849,Hydro,Punjab,North,2421,7921.4,80,6,Complete,High,9347.62,87.3,18.0,7.3,Medium
P04850,Thermal,Haryana,North,1380,4942.38,54,9,Complete,Low,5490.7,57.0,11.09,3.0,Medium
P04851,Thermal,Tamil Nadu,South,1354,5242.93,68,6,Complete,High,5838.56,77.0,11.36,9.0,Medium
P04852,Hydro,Punjab,North,3735,29745.22,112,6,Pending,Medium,36922.59,126.5,24.13,14.5,High
P04853,Wind,Maharashtra,West,731,1751.45,29,5,Complete,Medium,1915.72,32.2,9.38,3.2,Medium
P04854,Transmission,Gujarat,West,113,183.84,19,1,Complete,Medium,198.33,21.1,7.88,2.1,Low
P04855,Solar,Maharashtra,West,1375,3216.13,26,7,Complete,Low,3257.46,27.8,1.28,1.8,Low
P04856,Hydro,Gujarat,West,2460,8180.49,66,1,Pending,Medium,10607.32,76.3,29.67,10.3,High
P04857,Thermal,Rajasthan,North,1639,4275.4,46,3,Complete,Medium,4521.86,47.8,5.76,1.8,Low
P04858,Transmission,Karnataka,South,498,983.57,53,5,Partial,Low,1058.94,56.5,7.66,3.5,Medium
P04859,Wind,Tamil Nadu,South,831,1955.12,26,2,Complete,Low,2044.76,27.9,4.58,1.9,Low
P04860,Solar,Maharashtra,West,969,3290.13,17,5,Complete,Medium,3588.67,21.1,9.07,4.1,Medium
P04861,Hydro,Maharashtra,West,1224,9334.18,78,7,Complete,Medium,9813.89,82.2,5.14,4.2,Medium
P04862,Transmission,Haryana,North,1403,2806.6,24,3,Complete,Medium,3100.21,27.3,10.46,3.3,Medium
P04863,Wind,Uttar Pradesh,North,820,1205.26,17,2,Pending,Medium,1634.11,29.0,35.58,12.0,High
P04864,Solar,Andhra Pradesh,South,1408,4084.18,43,8,Partial,High,5212.96,58.1,27.64,15.1,High
P04865,Wind,Tamil Nadu,South,956,2757.93,30,8,Complete,Medium,3079.39,39.3,11.66,9.3,High
P04866,Solar,Haryana,North,930,2180.08,18,2,Complete,High,2629.11,22.9,20.6,4.9,Medium
P04867,Solar,Karnataka,South,731,1569.31,12,3,Partial,Low,1685.32,19.4,7.39,7.4,Medium
P04868,Wind,Punjab,North,718,1624.49,18,1,Complete,Medium,1757.72,22.0,8.2,4.0,Medium
P04869,Thermal,Punjab,North,3569,9380.4,71,9,Partial,Low,11362.83,84.8,21.13,13.8,High
P04870,Transmission,Punjab,North,1760,4335.49,37,4,Pending,Low,5148.62,48.9,18.76,11.9,High
P04871,Transmission,Andhra Pradesh,South,481,907.19,29,8,Complete,Medium,1044.35,32.8,15.12,3.8,Medium
P04872,Solar,Andhra Pradesh,South,379,1044.98,25,1,Complete,High,1238.49,37.4,18.52,12.4,High
P04873,Transmission,Karnataka,South,1656,3624.54,28,2,Complete,Medium,3877.02,31.9,6.97,3.9,Medium
P04874,Wind,Haryana,North,205,563.76,22,2,Complete,Medium,620.6,25.4,10.08,3.4,Medium
P04875,Transmission,Madhya Pradesh,Central,2581,4063.47,15,4,Partial,Low,4652.37,21.1,14.49,6.1,Medium
P04876,Hydro,Tamil Nadu,South,3820,25820.44,109,5,Complete,Low,26066.45,110.5,0.95,1.5,Low
P04877,Hydro,Tamil Nadu,South,2818,12990.57,115,5,Complete,Medium,14426.18,120.0,11.05,5.0,Medium
P04878,Thermal,Uttar Pradesh,North,686,3981.63,49,9,Partial,Medium,4907.32,61.1,23.25,12.1,High
P04879,Hydro,Rajasthan,North,1656,7050.87,41,7,Complete,Medium,7426.55,46.0,5.33,5.0,Medium
P04880,Transmission,Uttar Pradesh,North,2786,5406.78,44,5,Partial,Medium,6149.94,53.8,13.75,9.8,High
P04881,Transmission,Haryana,North,2416,5460.45,15,8,Complete,Medium,6103.18,18.6,11.77,3.6,Medium
P04882,Wind,Andhra Pradesh,South,541,1575.78,22,7,Pending,Low,1906.43,40.9,20.98,18.9,High
P04883,Solar,Haryana,North,1171,2428.26,16,9,Complete,Low,2611.99,18.2,7.57,2.2,Low
P04884,Transmission,Rajasthan,North,622,1412.33,49,1,Pending,Low,1638.2,61.5,15.99,12.5,High
P04885,Thermal,Uttar Pradesh,North,652,2461.01,70,5,Complete,Medium,2666.98,74.0,8.37,4.0,Medium
P04886,Transmission,Madhya Pradesh,Central,1621,2895.92,32,6,Partial,Medium,3357.81,37.0,15.95,5.0,Medium
P04887,Solar,Gujarat,West,584,1334.16,32,7,Partial,Medium,1573.13,38.9,17.91,6.9,Medium
P04888,Wind,Haryana,North,216,455.69,23,10,Complete,High,552.07,38.2,21.15,15.2,High
P04889,Transmission,Gujarat,West,1522,3662.04,43,6,Pending,High,4772.35,64.4,30.32,21.4,High
P04890,Transmission,Rajasthan,North,2544,3064.25,33,7,Complete,Medium,3244.64,36.1,5.89,3.1,Medium
P04891,Transmission,Madhya Pradesh,Central,680,1334.4,57,8,Pending,High,1855.61,83.0,39.06,26.0,High
P04892,Transmission,Haryana,North,466,925.74,46,1,Complete,High,991.6,57.9,7.11,11.9,High
P04893,Hydro,Uttar Pradesh,North,1736,7937.34,81,1,Complete,Low,8261.58,81.8,4.09,0.8,Low
P04894,Transmission,Madhya Pradesh,Central,2242,2250.12,22,10,Partial,Low,2647.21,31.8,17.65,9.8,High
P04895,Thermal,Rajasthan,North,3845,15466.07,65,5,Pending,Medium,20704.53,77.4,33.87,12.4,High
P04896,Thermal,Rajasthan,North,2549,15992.12,47,1,Partial,Medium,19301.08,58.5,20.69,11.5,High
P04897,Transmission,Madhya Pradesh,Central,2175,2492.92,17,5,Pending,Medium,3377.07,27.7,35.47,10.7,High
P04898,Transmission,Maharashtra,West,788,1461.29,36,6,Pending,Medium,1840.77,50.2,25.97,14.2,High
P04899,Hydro,Tamil Nadu,South,3040,23610.41,105,5,Pending,Medium,29078.26,114.3,23.16,9.3,High
P04900,Hydro,Haryana,North,2238,10971.19,50,2,Complete,Medium,11556.02,52.8,5.33,2.8,Low
P04901,Transmission,Gujarat,West,1966,3185.48,35,2,Complete,High,3663.95,39.6,15.02,4.6,Medium
P04902,Hydro,Rajasthan,North,3178,24176.56,71,9,Pending,Low,31766.03,85.2,31.39,14.2,High
P04903,Transmission,Rajasthan,North,1591,3690.03,27,6,Pending,High,5154.08,43.5,39.68,16.5,High
P04904,Transmission,Uttar Pradesh,North,2669,3068.9,39,4,Partial,Medium,3675.69,44.4,19.77,5.4,Medium
P04905,Wind,Haryana,North,857,1071.43,34,7,Partial,Medium,1228.28,41.1,14.64,7.1,Medium
P04906,Hydro,Rajasthan,North,3715,23069.62,67,10,Partial,High,30239.03,80.9,31.08,13.9,High
P04907,Hydro,Andhra Pradesh,South,931,4496.13,94,9,Complete,Low,4984.25,98.2,10.86,4.2,Medium
P04908,Solar,Haryana,North,571,1734.21,14,8,Partial,Low,2017.21,27.3,16.32,13.3,High
P04909,Wind,Uttar Pradesh,North,241,501.98,22,4,Complete,Low,511.26,22.6,1.85,0.6,Low
P04910,Wind,Tamil Nadu,South,527,649.08,34,4,Complete,High,740.3,44.8,14.05,10.8,High
P04911,Transmission,Punjab,North,2683,4367.86,50,8,Complete,Low,4690.63,56.9,7.39,6.9,Medium
P04912,Transmission,Andhra Pradesh,South,102,174.2,45,1,Complete,Medium,188.85,48.6,8.41,3.6,Medium
P04913,Hydro,Andhra Pradesh,South,763,2503.61,59,9,Complete,Low,2758.93,64.0,10.2,5.0,Medium
P04914,Solar,Uttar Pradesh,North,1268,3862.02,21,2,Partial,Medium,4550.82,27.7,17.84,6.7,Medium
P04915,Transmission,Haryana,North,266,607.2,36,3,Complete,Medium,660.43,41.1,8.77,5.1,Medium
P04916,Transmission,Punjab,North,1597,3464.29,24,6,Partial,Medium,3861.82,34.5,11.48,10.5,High
P04917,Hydro,Punjab,North,2590,16498.01,116,1,Complete,Medium,17703.91,118.5,7.31,2.5,Low
P04918,Thermal,Gujarat,West,2333,11015.21,77,2,Complete,High,12856.91,85.6,16.72,8.6,Medium
P04919,Solar,Gujarat,West,455,1042.4,31,10,Complete,High,1252.08,38.0,20.11,7.0,Medium
P04920,Thermal,Haryana,North,1098,5484.81,44,6,Complete,Low,5589.03,45.2,1.9,1.2,Low
P04921,Hydro,Gujarat,West,434,1836.05,75,5,Pending,High,2416.94,94.5,31.64,19.5,High
P04922,Thermal,Maharashtra,West,3379,10009.51,77,9,Partial,High,12308.0,93.5,22.96,16.5,High
P04923,Transmission,Rajasthan,North,727,1561.39,37,4,Complete,High,1821.88,48.3,16.68,11.3,High
P04924,Wind,Haryana,North,564,1260.16,22,6,Pending,High,1799.56,44.1,42.8,22.1,High
P04925,Wind,Uttar Pradesh,North,701,1928.59,29,6,Complete,Low,1967.64,29.9,2.02,0.9,Low
P04926,Solar,Punjab,North,1070,2066.0,21,3,Partial,High,2693.13,33.4,30.35,12.4,High
P04927,Hydro,Karnataka,South,1475,8099.31,82,5,Complete,Medium,8744.16,86.1,7.96,4.1,Medium
P04928,Solar,Andhra Pradesh,South,460,1347.28,29,4,Complete,High,1631.73,40.6,21.11,11.6,High
P04929,Wind,Tamil Nadu,South,498,1074.53,14,4,Pending,High,1457.18,33.6,35.61,19.6,High
P04930,Transmission,Punjab,North,1901,2688.31,58,6,Partial,Medium,3237.64,64.5,20.43,6.5,Medium
P04931,Solar,Tamil Nadu,South,220,535.78,35,3,Partial,Low,586.4,42.5,9.45,7.5,Medium
P04932,Solar,Andhra Pradesh,South,87,299.12,46,5,Partial,Medium,345.41,55.0,15.48,9.0,Medium
P04933,Thermal,Gujarat,West,1385,3887.62,50,5,Complete,Low,4071.08,50.9,4.72,0.9,Low
P04934,Transmission,Haryana,North,1248,1907.38,57,2,Pending,Medium,2353.74,78.2,23.4,21.2,High
P04935,Hydro,Rajasthan,North,3741,16072.25,69,3,Pending,Medium,20712.03,84.3,28.87,15.3,High
P04936,Solar,Andhra Pradesh,South,1324,3121.37,26,10,Partial,Low,3562.87,32.8,14.14,6.8,Medium
P04937,Wind,Rajasthan,North,181,240.84,13,7,Partial,Medium,279.43,22.2,16.02,9.2,High
P04938,Solar,Haryana,North,163,309.62,45,9,Complete,High,356.05,58.2,15.0,13.2,High
P04939,Thermal,Madhya Pradesh,Central,3540,20955.84,51,8,Complete,High,23964.07,64.0,14.36,13.0,High
P04940,Transmission,Gujarat,West,122,217.28,55,8,Complete,Medium,232.21,62.6,6.87,7.6,Medium
P04941,Wind,Karnataka,South,592,1154.1,22,3,Complete,Medium,1285.8,24.5,11.41,2.5,Medium
P04942,Hydro,Andhra Pradesh,South,2774,22161.73,103,6,Complete,Medium,24016.56,107.6,8.37,4.6,Medium
P04943,Wind,Karnataka,South,917,1700.67,29,8,Complete,Medium,2036.84,36.6,19.77,7.6,Medium
P04944,Hydro,Tamil Nadu,South,1367,7358.53,80,8,Partial,Low,8885.05,88.1,20.74,8.1,Medium
P04945,Transmission,Maharashtra,West,1118,2352.29,47,5,Partial,High,3044.01,63.1,29.41,16.1,High
P04946,Wind,Maharashtra,West,542,1373.3,32,5,Complete,Low,1374.86,33.2,0.11,1.2,Low
P04947,Solar,Karnataka,South,704,2439.88,33,7,Complete,High,2666.94,37.1,9.31,4.1,Medium
P04948,Solar,Maharashtra,West,299,716.87,44,6,Complete,Low,749.5,45.1,4.55,1.1,Low
P04949,Transmission,Maharashtra,West,2238,5513.45,26,6,Partial,Medium,6530.38,34.4,18.44,8.4,Medium
P04950,Transmission,Andhra Pradesh,South,449,1002.57,29,9,Complete,Medium,1179.53,38.3,17.65,9.3,High
P04951,Hydro,Andhra Pradesh,South,852,3561.3,75,4,Complete,Medium,4005.31,80.2,12.47,5.2,Medium
P04952,Transmission,Uttar Pradesh,North,2695,2926.53,46,3,Partial,Low,3219.5,51.9,10.01,5.9,Medium
P04953,Transmission,Punjab,North,733,1453.72,53,2,Partial,Medium,1738.9,61.3,19.62,8.3,Medium
P04954,Wind,Andhra Pradesh,South,881,1113.4,32,5,Partial,Medium,1326.82,43.1,19.17,11.1,High
P04955,Solar,Tamil Nadu,South,626,1537.38,40,5,Complete,Medium,1694.53,41.3,10.22,1.3,Medium
P04956,Thermal,Gujarat,West,2838,7156.77,72,9,Complete,Medium,8288.71,77.7,15.82,5.7,Medium
P04957,Transmission,Karnataka,South,298,675.31,44,5,Pending,Medium,879.82,64.9,30.28,20.9,High
P04958,Wind,Rajasthan,North,849,1405.8,24,1,Pending,Medium,1723.77,33.1,22.62,9.1,High
P04959,Solar,Maharashtra,West,901,1632.61,17,9,Complete,Medium,1816.46,21.9,11.26,4.9,Medium
P04960,Transmission,Andhra Pradesh,South,2988,3843.04,18,9,Complete,Medium,4315.09,27.3,12.28,9.3,High
P04961,Thermal,Madhya Pradesh,Central,1384,7314.8,48,4,Complete,Medium,8126.78,50.8,11.1,2.8,Medium
P04962,Transmission,Uttar Pradesh,North,2382,2881.05,51,7,Pending,Low,3560.96,60.7,23.6,9.7,High
P04963,Hydro,Gujarat,West,3230,21650.63,48,1,Complete,Medium,23586.13,50.5,8.94,2.5,Low
P04964,Hydro,Punjab,North,2216,15111.99,101,6,Complete,Medium,16214.26,105.0,7.29,4.0,Medium
P04965,Transmission,Andhra Pradesh,South,164,206.67,46,5,Pending,High,278.95,69.3,34.97,23.3,High
P04966,Thermal,Madhya Pradesh,Central,3809,10280.85,37,9,Partial,High,12645.94,57.4,23.0,20.4,High
P04967,Transmission,Andhra Pradesh,South,925,1028.25,43,9,Partial,Medium,1294.48,53.9,25.89,10.9,High
P04968,Hydro,Punjab,North,2347,10521.78,74,3,Partial,Medium,12450.39,80.9,18.33,6.9,Medium
P04969,Transmission,Maharashtra,West,635,831.51,44,6,Complete,Medium,902.75,48.4,8.57,4.4,Medium
P04970,Wind,Karnataka,South,834,2308.78,28,3,Partial,High,2825.62,38.8,22.39,10.8,High
P04971,Thermal,Uttar Pradesh,North,2449,12124.35,75,4,Complete,Medium,13230.45,79.3,9.12,4.3,Medium
P04972,Solar,Andhra Pradesh,South,267,408.06,30,9,Partial,Medium,509.73,40.6,24.92,10.6,High
P04973,Solar,Haryana,North,1055,2604.92,45,4,Complete,Medium,2889.6,48.7,10.93,3.7,Medium
P04974,Thermal,Rajasthan,North,4045,21460.89,68,4,Complete,High,25375.49,81.6,18.24,13.6,High
P04975,Solar,Madhya Pradesh,Central,493,1286.63,45,9,Partial,Medium,1556.43,56.0,20.97,11.0,High
P04976,Hydro,Maharashtra,West,3066,16283.94,87,6,Complete,Low,16681.07,88.5,2.44,1.5,Low
P04977,Transmission,Karnataka,South,1794,2118.36,45,3,Complete,Medium,2263.63,46.2,6.86,1.2,Low
P04978,Thermal,Uttar Pradesh,North,4094,23814.43,67,10,Partial,High,30052.65,81.7,26.2,14.7,High
P04979,Hydro,Andhra Pradesh,South,1367,8943.06,44,10,Complete,Low,10044.48,50.1,12.32,6.1,Medium
P04980,Thermal,Rajasthan,North,2826,11555.62,79,9,Pending,High,16510.36,92.3,42.88,13.3,High
P04981,Hydro,Punjab,North,1534,11852.34,83,3,Partial,High,15275.92,97.9,28.89,14.9,High
P04982,Thermal,Madhya Pradesh,Central,1050,2864.17,36,3,Complete,Low,2962.36,38.0,3.43,2.0,Low
P04983,Transmission,Tamil Nadu,South,2373,3978.86,18,4,Partial,Low,4363.03,24.4,9.66,6.4,Medium
P04984,Thermal,Tamil Nadu,South,2661,9603.81,60,8,Pending,Medium,13678.89,82.5,42.43,22.5,High
P04985,Transmission,Madhya Pradesh,Central,315,492.75,30,8,Complete,High,599.42,42.7,21.65,12.7,High
P04986,Transmission,Rajasthan,North,147,297.67,36,4,Partial,High,388.26,44.9,30.43,8.9,High
P04987,Wind,Andhra Pradesh,South,708,904.21,21,3,Partial,Medium,1125.43,33.4,24.47,12.4,High
P04988,Transmission,Madhya Pradesh,Central,1684,4114.58,54,9,Pending,Low,5582.19,72.7,35.67,18.7,High
P04989,Transmission,Maharashtra,West,964,1403.91,42,6,Pending,High,1924.44,69.1,37.08,27.1,High
P04990,Thermal,Uttar Pradesh,North,1336,5660.4,54,1,Complete,Medium,6101.39,58.1,7.79,4.1,Medium
P04991,Thermal,Madhya Pradesh,Central,632,2352.92,86,10,Partial,Low,2790.44,100.1,18.59,14.1,High
P04992,Hydro,Haryana,North,2132,13629.26,85,10,Partial,High,16445.77,99.4,20.67,14.4,High
P04993,Solar,Gujarat,West,145,262.02,21,1,Pending,Low,332.62,33.8,26.94,12.8,High
P04994,Solar,Gujarat,West,1423,4104.3,18,5,Pending,Medium,5030.2,30.7,22.56,12.7,High
P04995,Thermal,Tamil Nadu,South,4038,10881.72,47,10,Partial,Medium,13074.9,61.2,20.15,14.2,High
P04996,Hydro,Rajasthan,North,3878,20110.49,41,10,Complete,High,24518.21,55.1,21.92,14.1,High
P04997,Transmission,Madhya Pradesh,Central,228,343.92,57,1,Complete,High,375.63,65.0,9.22,8.0,Medium
P04998,Thermal,Madhya Pradesh,Central,4443,18230.84,81,1,Complete,Low,18279.98,81.2,0.27,0.2,Low
